2016-09-22T14:53:20.7253366+08:00,Close Client:152 192.168.1.88:50659
2016-09-22T14:53:20.7263367+08:00,Close Client:50 192.168.1.88:50557
2016-09-22T14:53:20.7513381+08:00,Close Client:247 192.168.1.88:50754
2016-09-22T14:53:20.7513381+08:00,Close Client:251 192.168.1.88:50758
2016-09-22T14:53:20.7513381+08:00,Close Client:169 192.168.1.88:50676
2016-09-22T14:53:20.7513381+08:00,Close Client:299 192.168.1.88:50806
2016-09-22T14:53:20.8103415+08:00,Close Client:267 192.168.1.88:50774
2016-09-22T14:53:20.8103415+08:00,Close Client:5 192.168.1.88:50511
2016-09-22T14:53:20.8113415+08:00,Close Client:66 192.168.1.88:50573
2016-09-22T14:53:20.8123416+08:00,Close Client:140 192.168.1.88:50647
2016-09-22T14:53:20.8973464+08:00,Close Client:269 192.168.1.88:50776
2016-09-22T14:53:20.8983465+08:00,Close Client:85 192.168.1.88:50592
2016-09-22T14:53:20.9363487+08:00,Close Client:3 192.168.1.88:50509
2016-09-22T14:53:20.9373487+08:00,Close Client:59 192.168.1.88:50566
2016-09-22T14:53:20.9373487+08:00,Close Client:49 192.168.1.88:50556
2016-09-22T14:53:20.9373487+08:00,Close Client:263 192.168.1.88:50770
2016-09-22T14:53:21.0113530+08:00,Close Client:283 192.168.1.88:50790
2016-09-22T14:53:21.0123530+08:00,Close Client:248 192.168.1.88:50755
2016-09-22T14:53:21.0123530+08:00,Close Client:256 192.168.1.88:50763
2016-09-22T14:53:21.0553555+08:00,Close Client:238 192.168.1.88:50745
2016-09-22T14:53:21.0553555+08:00,Close Client:246 192.168.1.88:50753
2016-09-22T14:53:21.0563555+08:00,Close Client:26 192.168.1.88:50531
2016-09-22T14:53:21.0563555+08:00,Close Client:284 192.168.1.88:50791
2016-09-22T14:53:21.1583614+08:00,Close Client:245 192.168.1.88:50752
2016-09-22T14:53:21.1583614+08:00,Close Client:231 192.168.1.88:50738
2016-09-22T14:53:21.2113644+08:00,Close Client:62 192.168.1.88:50569
2016-09-22T14:53:21.3283711+08:00,Close Client:259 192.168.1.88:50766
2016-09-22T14:53:21.3283711+08:00,Close Client:242 192.168.1.88:50749
2016-09-22T14:53:21.3293712+08:00,Close Client:162 192.168.1.88:50669
2016-09-22T14:53:21.3903746+08:00,Close Client:139 192.168.1.88:50646
2016-09-22T14:53:21.4393774+08:00,Close Client:159 192.168.1.88:50666
2016-09-22T14:53:21.5213821+08:00,Close Client:262 192.168.1.88:50769
2016-09-22T14:53:21.5223822+08:00,Close Client:253 192.168.1.88:50760
2016-09-22T14:53:21.5633845+08:00,Close Client:13 192.168.1.88:50519
2016-09-22T14:53:21.5843857+08:00,Close Client:118 192.168.1.88:50625
2016-09-22T14:53:21.6243880+08:00,Close Client:56 192.168.1.88:50563
2016-09-22T14:53:21.6243880+08:00,Close Client:177 192.168.1.88:50684
2016-09-22T14:53:21.6243880+08:00,Close Client:74 192.168.1.88:50581
2016-09-22T14:53:21.6493895+08:00,Close Client:58 192.168.1.88:50565
2016-09-22T14:53:21.6503895+08:00,Close Client:249 192.168.1.88:50756
2016-09-22T14:53:21.6933920+08:00,Close Client:280 192.168.1.88:50787
2016-09-22T14:53:21.7733966+08:00,Close Client:266 192.168.1.88:50773
2016-09-22T14:53:21.8113987+08:00,Close Client:115 192.168.1.88:50622
2016-09-22T14:53:21.8303998+08:00,Close Client:93 192.168.1.88:50600
2016-09-22T14:53:21.8313999+08:00,Close Client:250 192.168.1.88:50757
2016-09-22T14:53:21.8714022+08:00,Close Client:107 192.168.1.88:50614
2016-09-22T14:53:21.9894089+08:00,Close Client:20 192.168.1.88:50526
2016-09-22T14:53:22.1114159+08:00,Close Client:123 192.168.1.88:50630
2016-09-22T14:53:22.1694192+08:00,Close Client:124 192.168.1.88:50631
2016-09-22T14:53:22.3034269+08:00,Close Client:137 192.168.1.88:50644
2016-09-22T14:53:22.3314285+08:00,Close Client:87 192.168.1.88:50594
2016-09-22T14:53:22.3914319+08:00,Close Client:91 192.168.1.88:50598
2016-09-22T14:53:22.4264339+08:00,Close Client:191 192.168.1.88:50698
2016-09-22T14:53:22.4514353+08:00,Close Client:278 192.168.1.88:50786
2016-09-22T14:53:22.5894432+08:00,Close Client:22 192.168.1.88:50528
2016-09-22T14:53:22.8364574+08:00,Close Client:290 192.168.1.88:50797
2016-09-22T14:53:22.8974608+08:00,Close Client:127 192.168.1.88:50634
2016-09-22T14:53:22.9644647+08:00,Close Client:103 192.168.1.88:50610
2016-09-22T14:53:22.9644647+08:00,Close Client:83 192.168.1.88:50590
2016-09-22T14:53:22.9904662+08:00,Close Client:281 192.168.1.88:50788
2016-09-22T14:53:23.0114674+08:00,Close Client:46 192.168.1.88:50553
2016-09-22T14:53:23.0114674+08:00,Close Client:47 192.168.1.88:50554
2016-09-22T14:53:23.0424691+08:00,Close Client:148 192.168.1.88:50655
2016-09-22T14:53:23.0424691+08:00,Close Client:4 192.168.1.88:50510
2016-09-22T14:53:23.0424691+08:00,Close Client:208 192.168.1.88:50715
2016-09-22T14:53:23.0434692+08:00,Close Client:120 192.168.1.88:50627
2016-09-22T14:53:23.0684706+08:00,Close Client:106 192.168.1.88:50613
2016-09-22T14:53:23.0684706+08:00,Close Client:131 192.168.1.88:50638
2016-09-22T14:53:23.0954722+08:00,Close Client:119 192.168.1.88:50626
2016-09-22T14:53:23.1344744+08:00,Close Client:129 192.168.1.88:50636
2016-09-22T14:53:23.1464751+08:00,Close Client:63 192.168.1.88:50570
2016-09-22T14:53:23.2504810+08:00,Close Client:98 192.168.1.88:50605
2016-09-22T14:53:23.2504810+08:00,Close Client:161 192.168.1.88:50668
2016-09-22T14:53:23.3774883+08:00,Close Client:224 192.168.1.88:50731
2016-09-22T14:53:23.3774883+08:00,Close Client:187 192.168.1.88:50694
2016-09-22T14:53:23.4134904+08:00,Close Client:29 192.168.1.88:50535
2016-09-22T14:53:23.4434921+08:00,Close Client:243 192.168.1.88:50750
2016-09-22T14:53:23.4434921+08:00,Close Client:232 192.168.1.88:50739
2016-09-22T14:53:23.5184964+08:00,Close Client:189 192.168.1.88:50697
2016-09-22T14:53:23.5514983+08:00,Close Client:218 192.168.1.88:50725
2016-09-22T14:53:23.5514983+08:00,Close Client:39 192.168.1.88:50546
2016-09-22T14:53:23.6175020+08:00,Close Client:295 192.168.1.88:50802
2016-09-22T14:53:23.6725052+08:00,Close Client:215 192.168.1.88:50722
2016-09-22T14:53:24.1365317+08:00,Close Client:217 192.168.1.88:50724
2016-09-22T14:53:24.1375318+08:00,Close Client:198 192.168.1.88:50705
2016-09-22T14:53:24.1775341+08:00,Close Client:48 192.168.1.88:50555
2016-09-22T14:53:24.1775341+08:00,Close Client:179 192.168.1.88:50686
2016-09-22T14:53:24.1925349+08:00,Close Client:135 192.168.1.88:50642
2016-09-22T14:53:24.1935350+08:00,Close Client:30 192.168.1.88:50536
2016-09-22T14:53:24.2055357+08:00,Close Client:102 192.168.1.88:50609
2016-09-22T14:53:24.3135418+08:00,Close Client:257 192.168.1.88:50764
2016-09-22T14:53:24.3605445+08:00,Close Client:86 192.168.1.88:50593
2016-09-22T14:53:24.3895462+08:00,Close Client:65 192.168.1.88:50572
2016-09-22T14:53:24.4325486+08:00,Close Client:233 192.168.1.88:50740
2016-09-22T14:53:24.5465552+08:00,Close Client:220 192.168.1.88:50727
2016-09-22T14:53:24.6225595+08:00,Close Client:105 192.168.1.88:50612
2016-09-22T14:53:24.6415606+08:00,Close Client:110 192.168.1.88:50617
2016-09-22T14:53:24.6425607+08:00,Close Client:190 192.168.1.88:50696
2016-09-22T14:53:24.7675678+08:00,Close Client:288 192.168.1.88:50795
2016-09-22T14:53:24.7965695+08:00,Close Client:9 192.168.1.88:50515
2016-09-22T14:53:24.7965695+08:00,Close Client:160 192.168.1.88:50667
2016-09-22T14:53:24.8385719+08:00,Close Client:79 192.168.1.88:50586
2016-09-22T14:53:24.8615732+08:00,Close Client:138 192.168.1.88:50645
2016-09-22T14:53:24.8875747+08:00,Close Client:255 192.168.1.88:50762
2016-09-22T14:53:24.9895805+08:00,Close Client:28 192.168.1.88:50534
2016-09-22T14:53:25.1905920+08:00,Close Client:88 192.168.1.88:50595
2016-09-22T14:53:25.3926036+08:00,Close Client:21 192.168.1.88:50527
2016-09-22T14:53:25.4516069+08:00,Close Client:128 192.168.1.88:50635
2016-09-22T14:53:25.4516069+08:00,Close Client:108 192.168.1.88:50615
2016-09-22T14:53:25.5416121+08:00,Close Client:142 192.168.1.88:50649
2016-09-22T14:53:25.7326230+08:00,Close Client:6 192.168.1.88:50512
2016-09-22T14:53:25.7726253+08:00,Close Client:136 192.168.1.88:50643
2016-09-22T14:53:25.8166278+08:00,Close Client:244 192.168.1.88:50751
2016-09-22T14:53:25.9896377+08:00,Close Client:226 192.168.1.88:50733
2016-09-22T14:53:25.9896377+08:00,Close Client:78 192.168.1.88:50585
2016-09-22T14:53:26.0066387+08:00,Close Client:71 192.168.1.88:50578
2016-09-22T14:53:26.0246397+08:00,Close Client:113 192.168.1.88:50620
2016-09-22T14:53:26.0736425+08:00,Close Client:73 192.168.1.88:50580
2016-09-22T14:53:26.1126447+08:00,Close Client:84 192.168.1.88:50591
2016-09-22T14:53:26.1316458+08:00,Close Client:121 192.168.1.88:50628
2016-09-22T14:53:26.1486468+08:00,Close Client:216 192.168.1.88:50723
2016-09-22T14:53:26.4266627+08:00,Close Client:297 192.168.1.88:50804
2016-09-22T14:53:26.4516641+08:00,Close Client:7 192.168.1.88:50513
2016-09-22T14:53:26.4516641+08:00,Close Client:143 192.168.1.88:50650
2016-09-22T14:53:26.5136677+08:00,Close Client:272 192.168.1.88:50779
2016-09-22T14:53:26.5546700+08:00,Close Client:298 192.168.1.88:50805
2016-09-22T14:53:26.5906721+08:00,Close Client:182 192.168.1.88:50689
2016-09-22T14:53:26.6646763+08:00,Close Client:300 192.168.1.88:50807
2016-09-22T14:53:26.7456810+08:00,Close Client:212 192.168.1.88:50719
2016-09-22T14:53:26.8866890+08:00,Close Client:72 192.168.1.88:50579
2016-09-22T14:53:27.0246969+08:00,Close Client:211 192.168.1.88:50718
2016-09-22T14:53:27.0576988+08:00,Close Client:92 192.168.1.88:50599
2016-09-22T14:53:27.0787000+08:00,Close Client:104 192.168.1.88:50611
2016-09-22T14:53:27.2207081+08:00,Close Client:264 192.168.1.88:50771
2016-09-22T14:53:27.2677108+08:00,Close Client:51 192.168.1.88:50558
2016-09-22T14:53:27.3177137+08:00,Close Client:132 192.168.1.88:50639
2016-09-22T14:53:27.3177137+08:00,Close Client:43 192.168.1.88:50550
2016-09-22T14:53:27.4417208+08:00,Close Client:117 192.168.1.88:50624
2016-09-22T14:53:27.5447267+08:00,Close Client:210 192.168.1.88:50717
2016-09-22T14:53:27.6777343+08:00,Close Client:195 192.168.1.88:50702
2016-09-22T14:53:27.8157422+08:00,Close Client:31 192.168.1.88:50537
2016-09-22T14:53:27.8627448+08:00,Close Client:133 192.168.1.88:50640
2016-09-22T14:53:27.8767456+08:00,Close Client:197 192.168.1.88:50704
2016-09-22T14:53:27.9427494+08:00,Close Client:130 192.168.1.88:50637
2016-09-22T14:53:27.9837518+08:00,Close Client:172 192.168.1.88:50679
2016-09-22T14:53:27.9837518+08:00,Close Client:268 192.168.1.88:50775
2016-09-22T14:53:27.9907522+08:00,Close Client:291 192.168.1.88:50798
2016-09-22T14:53:28.0537558+08:00,Close Client:157 192.168.1.88:50664
2016-09-22T14:53:28.1147593+08:00,Close Client:200 192.168.1.88:50707
2016-09-22T14:53:28.1347604+08:00,Close Client:158 192.168.1.88:50665
2016-09-22T14:53:28.1357605+08:00,Close Client:167 192.168.1.88:50674
2016-09-22T14:53:28.2167651+08:00,Close Client:35 192.168.1.88:50542
2016-09-22T14:53:28.2977697+08:00,Close Client:294 192.168.1.88:50801
2016-09-22T14:53:28.2977697+08:00,Close Client:287 192.168.1.88:50794
2016-09-22T14:53:28.3667737+08:00,Close Client:285 192.168.1.88:50792
2016-09-22T14:53:28.3777743+08:00,Close Client:12 192.168.1.88:50518
2016-09-22T14:53:28.4797801+08:00,Close Client:53 192.168.1.88:50560
2016-09-22T14:53:28.5517843+08:00,Close Client:214 192.168.1.88:50721
2016-09-22T14:53:28.5837861+08:00,Close Client:80 192.168.1.88:50587
2016-09-22T14:53:28.8718026+08:00,Close Client:147 192.168.1.88:50654
2016-09-22T14:53:29.0678138+08:00,Close Client:196 192.168.1.88:50703
2016-09-22T14:53:29.1128163+08:00,Close Client:8 192.168.1.88:50514
2016-09-22T14:53:29.2198225+08:00,Close Client:180 192.168.1.88:50687
2016-09-22T14:53:29.2468240+08:00,Close Client:183 192.168.1.88:50690
2016-09-22T14:53:29.2928266+08:00,Close Client:122 192.168.1.88:50629
2016-09-22T14:53:29.3098276+08:00,Close Client:19 192.168.1.88:50525
2016-09-22T14:53:29.3098276+08:00,Close Client:185 192.168.1.88:50692
2016-09-22T14:53:29.4458354+08:00,Close Client:282 192.168.1.88:50789
2016-09-22T14:53:29.4598362+08:00,Close Client:54 192.168.1.88:50561
2016-09-22T14:53:29.4698368+08:00,Close Client:168 192.168.1.88:50675
2016-09-22T14:53:29.5468412+08:00,Close Client:173 192.168.1.88:50680
2016-09-22T14:53:29.6168452+08:00,Close Client:101 192.168.1.88:50608
2016-09-22T14:53:29.6588476+08:00,Close Client:10 192.168.1.88:50516
2016-09-22T14:53:29.6778487+08:00,Close Client:69 192.168.1.88:50576
2016-09-22T14:53:29.7438524+08:00,Close Client:221 192.168.1.88:50728
2016-09-22T14:53:29.7628535+08:00,Close Client:265 192.168.1.88:50772
2016-09-22T14:53:29.8778601+08:00,Close Client:174 192.168.1.88:50681
2016-09-22T14:53:29.9028615+08:00,Close Client:289 192.168.1.88:50796
2016-09-22T14:53:29.9178624+08:00,Close Client:1 192.168.1.88:50507
2016-09-22T14:53:29.9468641+08:00,Close Client:149 192.168.1.88:50656
2016-09-22T14:53:30.1268743+08:00,Close Client:23 192.168.1.88:50539
2016-09-22T14:53:30.1298745+08:00,Close Client:125 192.168.1.88:50632
2016-09-22T14:53:30.3048845+08:00,Close Client:234 192.168.1.88:50741
2016-09-22T14:53:30.3868892+08:00,Close Client:32 192.168.1.88:50538
2016-09-22T14:53:30.4008900+08:00,Close Client:17 192.168.1.88:50523
2016-09-22T14:53:30.4618935+08:00,Close Client:154 192.168.1.88:50661
2016-09-22T14:53:30.4858949+08:00,Close Client:2 192.168.1.88:50508
2016-09-22T14:53:30.5038959+08:00,Close Client:97 192.168.1.88:50604
2016-09-22T14:53:30.5518987+08:00,Close Client:170 192.168.1.88:50677
2016-09-22T14:53:30.6849063+08:00,Close Client:176 192.168.1.88:50683
2016-09-22T14:53:30.7399094+08:00,Close Client:163 192.168.1.88:50670
2016-09-22T14:53:30.8209140+08:00,Close Client:14 192.168.1.88:50520
2016-09-22T14:53:30.9019187+08:00,Close Client:184 192.168.1.88:50691
2016-09-22T14:53:30.9649223+08:00,Close Client:89 192.168.1.88:50596
2016-09-22T14:53:31.0399266+08:00,Close Client:151 192.168.1.88:50658
2016-09-22T14:53:31.0399266+08:00,Close Client:95 192.168.1.88:50602
2016-09-22T14:53:31.0399266+08:00,Close Client:279 192.168.1.88:50785
2016-09-22T14:53:31.0569275+08:00,Close Client:241 192.168.1.88:50748
2016-09-22T14:53:31.1019301+08:00,Close Client:64 192.168.1.88:50571
2016-09-22T14:53:31.5409552+08:00,Close Client:171 192.168.1.88:50678
2016-09-22T14:53:31.5529559+08:00,Close Client:240 192.168.1.88:50747
2016-09-22T14:53:31.7709684+08:00,Close Client:134 192.168.1.88:50641
2016-09-22T14:53:31.7799689+08:00,Close Client:41 192.168.1.88:50548
2016-09-22T14:53:31.8209712+08:00,Close Client:70 192.168.1.88:50577
2016-09-22T14:53:31.8359721+08:00,Close Client:229 192.168.1.88:50736
2016-09-22T14:53:31.8679739+08:00,Close Client:45 192.168.1.88:50552
2016-09-22T14:53:32.2129937+08:00,Close Client:213 192.168.1.88:50720
2016-09-22T14:53:32.6820205+08:00,Close Client:146 192.168.1.88:50653
2016-09-22T14:53:32.9530360+08:00,Close Client:44 192.168.1.88:50551
2016-09-22T14:53:32.9650367+08:00,Close Client:112 192.168.1.88:50619
2016-09-22T14:53:33.0360407+08:00,Close Client:116 192.168.1.88:50623
2016-09-22T14:53:33.0750430+08:00,Close Client:52 192.168.1.88:50559
2016-09-22T14:53:33.2900553+08:00,Close Client:155 192.168.1.88:50662
2016-09-22T14:53:33.4620651+08:00,Close Client:296 192.168.1.88:50803
2016-09-22T14:53:33.4880666+08:00,Close Client:96 192.168.1.88:50603
2016-09-22T14:53:33.5000673+08:00,Close Client:67 192.168.1.88:50574
2016-09-22T14:53:33.7610822+08:00,Close Client:252 192.168.1.88:50759
2016-09-22T14:53:34.0010959+08:00,Close Client:292 192.168.1.88:50799
2016-09-22T14:53:34.0220971+08:00,Close Client:60 192.168.1.88:50567
2016-09-22T14:53:34.1171026+08:00,Close Client:237 192.168.1.88:50744
2016-09-22T14:53:34.2211085+08:00,Close Client:75 192.168.1.88:50582
2016-09-22T14:53:34.3411154+08:00,Close Client:275 192.168.1.88:50782
2016-09-22T14:53:34.3561162+08:00,Close Client:61 192.168.1.88:50568
2016-09-22T14:53:34.5941299+08:00,Close Client:33 192.168.1.88:50540
2016-09-22T14:53:34.6571335+08:00,Close Client:225 192.168.1.88:50732
